"","risk","CI_lower","thresh_est","CI_upper"
"1",0.0018,3.2862341148984,4.79048431778753,6.29473452067666
"2",0.0024,3.81016568788497,4.44623605339324,5.08230641890151
"3",0.003,3.67539546647797,4.25956690416732,4.84373834185666
"4",0.0036,3.46182834018499,4.05011755233527,4.63840676448556
"5",0.0042,3.28714610810805,3.75787460462705,4.22860310114605
"6",0.0048,3.20292257859011,3.62716363095607,4.05140468332203
"7",0.0054,3.06053682988577,3.41396298800236,3.76738914611895
"8",0.006,3.13541263799905,3.33291423584921,3.53041583369937
"9",0.0065,3.02185393602536,3.29052790610072,3.55920187617607
"10",0.0071,2.58926534259154,3.13174154925083,3.67421775591013
"11",0.0077,2.25054552848837,2.98906795796739,3.72759038744641
"12",0.0083,1.29198764216463,2.66081626408969,4.02964488601475
"13",0.0089,0.825511112190678,2.21883611797634,3.612161123762
"14",0.0095,0.400613700574549,1.91250795245172,3.4244022043289
"15",0.0101,-0.555289175852313,1.42740851984811,3.41010621554853
