"","risk","CI_lower","thresh_est","CI_upper"
"1",0.0024,0.465430719659894,2.88025190253969,5.29507308541948
"2",0.0028,1.46126977675391,2.53979947457329,3.61832917239267
"3",0.0032,1.87763686621518,2.39756572512441,2.91749458403364
"4",0.0035,1.79941502938343,2.33438678377356,2.86935853816369
"5",0.0039,1.48220583110013,2.18308713462186,2.88396843814359
"6",0.0043,1.13310187648371,2.0370654545453,2.94102903260689
"7",0.0047,1.28202693109898,1.74070435462577,2.19938177815257
"8",0.005,1.27550450839166,1.69139491392856,2.10728531946547
"9",0.0054,0.880701118035964,1.52173860787509,2.16277609771423
"10",0.0058,0.944837707197054,1.38705119709993,1.8292646870028
"11",0.0062,1.0141414718779,1.30529445195058,1.59644743202326
"12",0.0065,0.932201072397725,1.26273602764368,1.59327098288964
"13",0.0069,0.51279151817384,1.16241467351621,1.81203782885859
"14",0.0073,-0.19309638624542,0.916745575890789,2.026587538027
