"thresholds","EWE[Y|>=v,W]","se","CI_left","CI_right","CI_left_simultaneous","CI_right_simultaneous"
0.696644,0.00993286467946757,0.00132192796304488,0.0073418858718996,0.0125238434870355,0.00616928426063583,0.0136964450982993
1.46500689655172,0.00875222754573394,0.00119629181472422,0.00640749558887448,0.0110969595025934,0.00534633813650001,0.0121581169549679
1.84019820689655,0.00790275038167702,0.0011224211582344,0.0057028049115376,0.0101026958518164,0.00470717360979055,0.0110983271535635
2.0004324137931,0.007576977966186,0.00108858941990706,0.00544334270316815,0.00971061322920384,0.00447772147154861,0.0106762344608234
2.23578110344828,0.00644149717599902,0.000972614696837704,0.00453517237019712,0.00834782198180092,0.00367242523681797,0.00921056911518008
2.38132289655172,0.00612799036840345,0.000937070310645801,0.00429133255953768,0.00796464817726922,0.00346011468167409,0.00879586605513281
2.51377834482759,0.00498068397242827,0.000810547654812017,0.00339201056899672,0.00656935737585983,0.00267302321672875,0.0072883447281278
2.62631655172414,0.00453475684057493,0.000776255670776969,0.00301329572585207,0.00605621795529779,0.00232472669958751,0.00674478698156235
2.74842551724138,0.00398553969120374,0.000718876120817223,0.00257654249440199,0.0053945368880055,0.00193887136470768,0.0060322080176998
2.84070510344828,0.0033160307221397,0.000651252018269749,0.00203957676633099,0.0045924846779484,0.00146189085052442,0.00517017059375497
2.9471515862069,0.00339037761924529,0.000675789990167581,0.00206582923851683,0.00471492599997375,0.00146637718553115,0.00531437805295943
3.05677710344828,0.00335714125408193,0.000694424611138085,0.00199606901625128,0.00471821349191258,0.00138008732837917,0.00533419517978469
3.14527406896552,0.00294374539742458,0.000651125338135384,0.00166753973467922,0.00421995106016993,0.00108996618908785,0.0047975246057613
3.2454875862069,0.0028374917792793,0.000664827233441298,0.00153443040173436,0.00414055315682425,0.000944702741121412,0.0047302808174372
3.3549804137931,0.00333536000483861,0.000746511117496814,0.00187219821454486,0.00479852179513237,0.00121001376601651,0.00546070624366072
3.45217531034483,0.00277587151470051,0.000689386879257366,0.00142467323135607,0.00412706979804494,0.00081316020795402,0.00473858282144699
3.55083462068966,0.00298378927754918,0.000741393611362953,0.00153065779927779,0.00443692075582057,0.000873012778090398,0.00509456577700796
3.62794648275862,0.00317586208436953,0.000820007601785016,0.0015686471848709,0.00478307698386816,0.000841268491037336,0.00551045567770172
3.70534827586207,0.00152987443204251,0.000526840829685214,0.000497266405859487,0.00256248245822553,2.99380619265381e-05,0.00302981080215848
3.80402386206897,0.00172304858632091,0.000594693747124776,0.000557448841956345,0.00288864833068547,2.99323164107514e-05,0.00341616485623106
3.93759944827586,0.00132662098862433,0.000552543083759867,0.00024363654445499,0.00240960543279367,0,0.00289973267756205
4.02782413793103,4.10818352360064e-10,NA,3.30653564368068e-10,1,2.94373314104552e-10,1
4.13984703448276,3.96788775760566e-10,NA,3.1436791235508e-10,1,2.77066628010828e-10,1
4.27712620689655,4.42179796660919e-10,NA,3.41541487754528e-10,1,2.95995517701124e-10,1
4.39480331034483,4.416846646881e-10,NA,3.32579572158297e-10,1,2.83201782218897e-10,1
4.54241572413793,1.30968021866424e-09,NA,8.80886868739356e-10,1,6.86827476376721e-10,1
4.69131917241379,1.48257981940007e-09,NA,1.066669874944e-09,1,8.78441136991655e-10,1
4.8865164137931,1.93252449450216e-09,NA,1.28106907724292e-09,1,9.8623931263294e-10,1
5.11823655172414,2.83872626546841e-09,NA,1.70688604541145e-09,1,1.19464809817107e-09,1
5.528436,1.14021009384172e-08,NA,3.4949185692758e-09,1,0,1
