"thresholds","EWE[Y|>=v,W]","se","CI_left","CI_right","CI_left_simultaneous","CI_right_simultaneous"
4.18623,0.00557128031973229,0.000739744280665069,0.00412138152962876,0.00702117910983583,0.00350201633206256,0.00764054430740202
4.886014,0.00425066147662501,0.000657044585013797,0.00296285408999796,0.00553846886325205,0.00241273081112516,0.00608859214212485
5.241792,0.00362984687275795,0.000629734664623693,0.00239556693009551,0.00486412681542039,0.00186830940994507,0.00539138433557083
5.488145,0.00311612231981876,0.000609483843887753,0.00192153398579876,0.00431071065383876,0.0014112318567393,0.00482101278289821
5.69313771428571,0.00302520988628604,0.000638130757338156,0.00177447360190326,0.00427594617066883,0.00124018629083885,0.00481023348173323
5.87970985714286,0.00292910022001842,0.000675537589335264,0.0016050465449213,0.00425315389511553,0.00103943964072752,0.00481876079930932
6.05242285714286,0.00247730804837607,0.000656905864974245,0.00118977255302655,0.00376484354372559,0.000639765420188197,0.00431485067656395
6.183291,0.00210996753568589,0.000650668944918616,0.000834656403645401,0.00338527866772638,0.000289871252677574,0.0039300638186942
6.34389,0.00166591268487526,0.000639691063464602,0.000412118200484636,0.00291970716926588,0,0.00345530087679394
6.48629857142857,0.00121040886134461,0.000609542260642648,1.57060304850196e-05,0.0024051116922042,0,0.00291546273182083
6.648416,0.000418435553596547,0.000414969396649084,0,0.00123177557102875,0,0.00157921671935154
6.828694,7.25177027471557e-10,NA,5.76164905895904e-10,1,5.12510171683131e-10,1
7.09179171428571,1.89298609699755e-09,NA,1.42498029149293e-09,1,1.22505840027749e-09,1
7.39543214285714,1.85119504958577e-09,NA,1.28376781264565e-09,1,1.04137525041256e-09,1
8.008752,1.27410790184391e-08,NA,5.21953050377411e-09,1,2.00648872900545e-09,1
