"","risk","CI_lower","thresh_est","CI_upper"
"1",0.0038,3.65096418533952,4.40279739889902,5.15463061245851
"2",0.0042,3.94202318670024,4.2220304895776,4.50203779245496
"3",0.0045,4.01848338957605,4.19076932740476,4.36305526523346
"4",0.0049,3.9315654424114,4.14908777784096,4.36661011327051
"5",0.0053,3.79631001728653,4.08838463163204,4.38045924597756
"6",0.0057,3.65024624528429,4.01519263697463,4.38013902866497
"7",0.0061,3.48677618270205,3.92692114492067,4.36706610713929
"8",0.0064,3.34519807896815,3.84707385442399,4.34894962987983
"9",0.0068,3.02769622593498,3.74061080042841,4.45352537492184
"10",0.0072,2.27333109389146,3.47964307970304,4.68595506551462
