"thresholds","EWE[Y|>=v,W]","se","CI_left","CI_right","CI_left_simultaneous","CI_right_simultaneous"
0.698970004336019,0.00760148767638454,0.000924768178325359,0.00578894204686684,0.00941403330590224,0.00507539149737313,0.010127583855396
1.26384628571429,0.00672129043136435,0.000941204236033579,0.00487653012873853,0.00856605073399016,0.00415029752737054,0.00929228333535815
1.46455928571429,0.00561233366997308,0.000892846512353218,0.00386235450576077,0.00736231283418539,0.00317343469381734,0.00805123264612882
1.64801257142857,0.00543439367853366,0.000924550233543859,0.0036222752207877,0.00724651213627962,0.00290889283735144,0.00795989451971589
1.80397485714286,0.00441208591365598,0.000878902846467496,0.00268943633457969,0.00613473549273227,0.00201127544653514,0.00681289638077682
1.97109142857143,0.0044464473560055,0.000938159372023388,0.00260765498683966,0.00628523972517134,0.00188377180064244,0.00700912291136855
2.137652,0.00413403246205327,0.000970668773420398,0.00223152166614929,0.00603654325795725,0.00148255424611462,0.00678551067799192
2.26939,0.00367736730998661,0.000994948835688844,0.00172726759203648,0.00562746702793674,0.00095956569110221,0.00639516892887101
2.41974928571429,0.00358950527645525,0.00108314862458873,0.00146653397226134,0.00571247658064917,0.000630777169233971,0.00654823338367653
2.549216,0.003054983691585,0.00112411135362858,0.000851725438472989,0.00525824194469702,0,0.00612560556389757
2.73758128571429,0.00269017899424748,0.00124430951264888,0.00025133234945567,0.00512902563903929,0,0.00608913408275617
2.97460942857143,0.00339551674374564,0.00172549153687389,1.35533314728261e-05,0.00677748015601846,0,0.00810886834944948
3.28422857142857,2.47828960607702e-09,NA,1.71365013718867e-09,1,1.41263210801219e-09,1
3.800976,1.6162710125658e-08,NA,3.03055728114712e-09,1,0,1
