"thresh"
1.353352
2.15707628571429
2.53691314285714
2.79285428571429
2.97524485714286
3.14731971428571
3.33548742857143
3.51373
3.68858857142857
3.84522671428571
4.03139771428572
4.25174842857143
4.506372
4.79258571428571
5.488904
