"thresh"
1.407652
2.15454371428571
2.56574057142857
2.81495857142857
3.01893942857143
3.19848171428571
3.42634685714286
3.590418
3.78909142857143
3.95872085714286
4.10714514285714
4.33526314285714
4.56692114285714
4.88374285714286
5.567704
