"thresh"
1.344984
2.19073685714286
2.581304
2.86159714285714
3.11401885714286
3.32457571428571
3.54095085714286
3.732196
3.86434285714286
4.09572028571429
4.275392
4.54061542857143
4.79986628571429
5.13337857142857
5.67856
