"thresh"
3.220652
3.801399
4.09067428571429
4.2488
4.39693457142857
4.52805557142857
4.656204
4.797713
4.9148
5.03880985714286
5.14249085714286
5.29149542857143
5.43898514285714
5.59965
6.053056
